act,data_editie,tip,titlu,categorie,partener,semnat,editie,suport_bugetar,link
"nr. 171, 29 iulie 2025",19.08.2025,Ordin,Ordin cu privire la semnarea și intrarea în vigoare a Acordului de Asistență Tehnică încheiat între Programul Alimentar Mondial (PAM) și Ministerul Muncii și Protecției Sociale pentru localizarea și implementarea programului pentru gospodării gazdă pentru refugiați și consolidarea protecției sociale reactive la șocuri în cadrul Planului Strategic Interimar pe Țară al PAM (2024–2026) în Republica Moldova,Asistență tehnică,PAM,,437-440,,https://monitorul.gov.md/ro/search
"nr. 495, 6 august 2025",07.08.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare nr. CMD 1016 01 G „Programul pentru tranziția energetică verde”,Împrumut,AFD,,420-422,,https://monitorul.gov.md/ro/search
"nr. 471, 21 iulie 2025",22.07.2025,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare nr. CMD 1016 01 G „Programul pentru tranziția energetică verde” și acordarea împuternicirilor pentru negocierea acestuia,Împrumut,AFD,,386-388,,https://monitorul.gov.md/ro/search
"nr. 324-X, 17 iulie 2025",22.07.2025,Decret,"Decret privind promulgarea Legii pentru ratificarea Amendamentului la Acordul de împrumut dintre Republica Moldova şi Banca Internațională pentru Reconstrucție și Dezvoltare pentru realizarea proiectului „Investiții pentru Guvernanță, Creștere și Reziliență în Agricultură (AGGRI)”",Împrumut,BIRD,,386-388,,https://monitorul.gov.md/ro/search
"nr. 310-X, 16 iulie 2025",22.07.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de împrumut dintre Guvernul Republicii Moldova și Guvernul Regatului Belgiei pentru realizarea proiectului „Aprovizionarea descentralizată cu apă potabilă pentru Moldova”,Împrumut,Belgia,,386-388,,https://monitorul.gov.md/ro/search
"nr. 309-X, 16 iulie 2025",22.07.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare în vederea realizării Programului „Operațiunea politică de dezvoltare pentru sprijinirea oportunităților economice și a tranziției climatice”,Împrumut,AID,,386-388,,https://monitorul.gov.md/ro/search
"nr. 308-X, 16 iulie 2025",22.07.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Programului „Operațiunea politică de dezvoltare pentru sprijinirea oportunităților economice și a tranziției climatice”,Împrumut,BIRD,,386-388,,https://monitorul.gov.md/ro/search
"nr. 307-X, 16 iulie 2025",22.07.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind implementarea proiectului „Spitalele regionale din Republica Moldova”,Împrumut,BEI,,386-388,,https://monitorul.gov.md/ro/search
"nr. 234, 10 iulie 2025",22.07.2025,Lege,Lege pentru ratificarea Acordului de împrumut dintre Guvernul Republicii Moldova și Guvernul Regatului Belgiei pentru realizarea proiectului „Aprovizionarea descentralizată cu apă potabilă pentru Moldova”,Împrumut,Belgia,,386-388,,https://monitorul.gov.md/ro/search
"nr. 226, 10 iulie 2025",22.07.2025,Lege,Lege pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Programului „Operațiunea politică de dezvoltare pentru sprijinirea oportunităților economice și a tranziției climatice”,Împrumut,BIRD,,386-388,,https://monitorul.gov.md/ro/search
"nr. 225, 10 iulie 2025",22.07.2025,Lege,Lege pentru ratificarea Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare în vederea realizării Programului „Operațiunea politică de dezvoltare pentru sprijinirea oportunităților economice și a tranziției climatice”,Împrumut,AID,,386-388,,https://monitorul.gov.md/ro/search
"nr. 219, 10 iulie 2025",22.07.2025,Lege,Lege pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind implementarea proiectului „Spitalele regionale din Republica Moldova”,Împrumut,BEI,,386-388,,https://monitorul.gov.md/ro/search
"nr. 211, 10 iulie 2025",22.07.2025,Lege,"Lege pentru ratificarea Amendamentului la Acordul de împrumut dintre Republica Moldova şi Banca Internațională pentru Reconstrucție și Dezvoltare pentru realizarea proiectului „Investiții pentru Guvernanță, Creștere și Reziliență în Agricultură (AGGRI)”",Împrumut,BIRD,,386-388,,https://monitorul.gov.md/ro/search
"nr. 469, 21 iulie 2025",21.07.2025,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului nr. 2 la Acordul de finanțare dintre Guvernul Republicii Moldova și Uniunea Europeană privind Facilitatea de cooperare tehnică 2016, semnat la Chișinău la 21 iulie 2017",Asistență tehnică,UE,21.07.2017,385,,https://monitorul.gov.md/ro/search
"nr. 316-X, 17 iulie 2025",21.07.2025,Decret,"Decret privind promulgarea Legii pentru ratificarea Contractului de finanțare dintre Republica Moldova, SA „Termoelectrica” și Banca Europeană de Investiții privind realizarea proiectului „Optimizarea sistemului de alimentare centralizată cu energie termică din municipiul Chișinău”",Împrumut,BEI,,381-384,,https://monitorul.gov.md/ro/search
"nr. 315-X, 17 iulie 2025",21.07.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de modificare nr. 1 la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru suplinirea și realizarea în continuare a proiectului „Moldova drumuri III”,Împrumut,BEI,,381-384,,https://monitorul.gov.md/ro/search
"nr. 314-X, 17 iulie 2025",21.07.2025,Decret,Decret privind promulgarea Legii pentru ratificarea Amendamentului nr. 1 la Acordul de grant dintre Republica Moldova şi Banca Europeană de Investiții în vederea realizării proiectului „Eficiența energetică în Republica Moldova”,Grant,BEI,,381-384,,https://monitorul.gov.md/ro/search
"nr. 213, 10 iulie 2025",21.07.2025,Lege,Lege pentru ratificarea Amendamentului nr. 1 la Acordul de grant dintre Republica Moldova și Banca Europeană de Investiții în vederea realizării proiectului „Eficiența energetică în Republica Moldova”,Grant,BEI,,381-384,,https://monitorul.gov.md/ro/search
"nr. 212, 10 iulie 2025",21.07.2025,Lege,Lege pentru ratificarea Acordului de modificare nr. 1 la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru suplinirea și realizarea în continuare a proiectului „Moldova drumuri III”,Împrumut,BEI,,381-384,,https://monitorul.gov.md/ro/search
"nr. 203, 10 iulie 2025",21.07.2025,Lege,"Lege pentru ratificarea Contractului de finanțare dintre Republica Moldova, SA „Termoelectrica” și Banca Europeană de Investiții privind realizarea proiectului „Optimizarea sistemului de alimentare centralizată cu energie termică din municipiul Chișinău”",Împrumut,BEI,,381-384,,https://monitorul.gov.md/ro/search
"nr. 298-X, 15 iulie 2025",18.07.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de modificare nr. 4 la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind realizarea lucrărilor de construcție și reabilitare a drumurilor în Republica Moldova,Împrumut,BERD,,375-378,,https://monitorul.gov.md/ro/monitor/3318
"nr. 296-X, 15 iulie 2025",18.07.2025,Decret,Decret privind promulgarea Legii pentru ratificarea Amendamentului nr. 1 la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea proiectului „Eficiența energetică în Republica Moldova”,Împrumut,BEI,,375-378,,https://monitorul.gov.md/ro/monitor/3318
"nr. 202, 10 iulie 2025",18.07.2025,Lege,Lege pentru ratificarea Amendamentului nr. 1 la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea proiectului „Eficiența energetică în Republica Moldova”,Împrumut,BEI,,375-378,,https://monitorul.gov.md/ro/monitor/3318
"nr. 184, 3 iulie 2025",18.07.2025,Lege,Lege pentru ratificarea Acordului de modificare nr. 4 la Acordul de împrumut dintre Republica Moldova şi Banca Europeană pentru Reconstrucție şi Dezvoltare privind realizarea lucrărilor de construcție şi reabilitare a drumurilor în Republica Moldova,Împrumut,BERD,,375-378,,https://monitorul.gov.md/ro/monitor/3318
"nr. 433, 9 iulie 2025",10.07.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului nr. 1, semnat la Chișinău la 4 iulie 2025, la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea Proiectului „Eficiența energetică în Republica Moldova”, în sumă de 30 de milioane de euro, semnat la Chișinău la 10 decembrie 2021",Împrumut,BEI,04.07.2025,356-365,,https://monitorul.gov.md/ro/search
"nr. 432, 9 iulie 2025",10.07.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului nr. 1, semnat la Chișinău la 7 iulie 2025, la Acordul de grant dintre Republica Moldova și Banca Europeană de Investiții în vederea realizării Proiectului „Eficiența energetică în Republica Moldova”, semnat la Chișinău la 13 septembrie 2022",Grant,BEI,07.07.2025,356-365,,https://monitorul.gov.md/ro/search
"nr. 431, 9 iulie 2025",10.07.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de modificare nr. 1, semnat la 4 iulie 2025, la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru suplinirea și realizarea în continuare a proiectului „Moldova drumuri III”",Împrumut,BEI,04.07.2025,356-365,,https://monitorul.gov.md/ro/search
"nr. 430, 9 iulie 2025",10.07.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind realizarea Proiectului „Optimizarea sistemului de alimentare centralizată cu energie termică din mun. Chișinău”, semnat la Chișinău la 3 iulie 2025",Împrumut,BEI,03.07.2025,356-365,,https://monitorul.gov.md/ro/search
"nr. 429, 9 iulie 2025",10.07.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind implementarea Proiectului „Spitalele regionale din Republica Moldova”, semnat la Chișinău la 8 iulie 2025",Împrumut,BEI,08.07.2025,356-365,,https://monitorul.gov.md/ro/search
"nr. 427, 9 iulie 2025",10.07.2025,Hotărâre,"Hotărâre pentru aprobarea proiectului de lege pentru ratificarea Amendamentului, semnat la Сhișinău la 3 iulie 2025, la Acordul de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare pentru realizarea Proiectului „Investiții pentru Guvernanță, Creștere și Reziliență în Agricultură (AGGRI)”, semnat la Chișinău la 5 iunie 2023",Împrumut,BIRD,03.07.2025,356-365,,https://monitorul.gov.md/ro/search
"nr. 425, 9 iulie 2025",10.07.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Republica Moldova și Banca de Dezvoltare a Consiliului Europei „Eficiența energetică în infrastructura educațională”,Grant,CEB,,356-365,,https://monitorul.gov.md/ro/search
"nr. 286-X, 4 iulie 2025",05.07.2025,Decret,Decret privind inițierea negocierilor și aprobarea semnării Amendamentului nr. 1 la Acordul de grant dintre Republica Moldova și Banca Europeană de Investiții în vederea realizării Proiectului „Eficiența energetică în Republica Moldova”,Grant,BEI,,350-352,,https://monitorul.gov.md/ro/search
"nr. 412, 2 iulie 2025",03.07.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind implementarea proiectului „Spitalele regionale din Republica Moldova”,Împrumut,BEI,,343-345,,https://monitorul.gov.md/ro/search
"nr. 411, 2 iulie 2025",03.07.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de modificare nr. 4, semnat la Chișinău la 26 iunie 2025, la Acordul de împrumut dintre Republica Moldova şi Banca Europeană pentru Reconstrucție şi Dezvoltare privind realizarea lucrărilor de construcție şi reabilitare a drumurilor în Republica Moldova, semnat la Chișinău la 28 iunie 2013",Împrumut,BERD,26.06.2025,343-345,,https://monitorul.gov.md/ro/search
"nr. 410, 2 iulie 2025",03.07.2025,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului la Acordul de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare pentru realizarea proiectului „Investiții pentru Guvernanță, Creștere și Reziliență în Agricultură (AGGRI)”, semnat la Chișinău la 5 iunie 2023",Împrumut,BIRD,05.06.2023,343-345,,https://monitorul.gov.md/ro/search
"nr. 408, 2 iulie 2025",03.07.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de împrumut dintre Guvernul Republicii Moldova și Guvernul Regatului Belgiei pentru realizarea Proiectului „Aprovizionarea descentralizată cu apă potabilă pentru Moldova”, întocmit la Chișinău la 23 iunie 2025",Împrumut,Belgia,,343-345,,https://monitorul.gov.md/ro/search
"nr. 407, 2 iulie 2025",03.07.2025,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Acordului de modificare nr. 1 la Contractul de finanțare dintre Republica Moldova şi Banca Europeană de Investiții pentru suplinirea și realizarea în continuare a proiectului „Moldova drumuri III”,Împrumut,BEI,,343-345,,https://monitorul.gov.md/ro/search
"nr. 406, 2 iulie 2025",03.07.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind realizarea Proiectului „Optimizarea sistemului de alimentare centralizată cu energie termică din mun. Chișinău”,Împrumut,BEI,,343-345,,https://monitorul.gov.md/ro/search
"nr. 405, 2 iulie 2025",03.07.2025,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului nr. 1 la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea Proiectului „Eficiența energetică în Republica Moldova”, în sumă de 30 de milioane de euro, semnat la Chișinău la 10 decembrie 2021",Împrumut,BEI,10.12.2021,343-345,,https://monitorul.gov.md/ro/search
"nr. 273-X, 30 iunie 2025",03.07.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Amendamentului nr. 2 la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind interconectarea electrică Moldova–România,Împrumut,BEI,,343-345,,https://monitorul.gov.md/ro/search
"nr. 272-X, 30 iunie 2025",03.07.2025,Decret,"Decret privind promulgarea Legii pentru ratificarea Amendamentului nr. 1 la Acordul de grant dintre Ministerul Mediului al Republicii Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind finanțarea asistenței tehnice, în sumă de 600000 de euro, în vederea realizării proiectului „Deșeuri solide în Republica Moldova”",Grant,BERD,,343-345,,https://monitorul.gov.md/ro/search
"nr. 166, 26 iunie 2025",03.07.2025,Lege,Lege pentru ratificarea Amendamentului nr. 2 la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind interconectarea electrică Moldova–România,Împrumut,BEI,,343-345,,https://monitorul.gov.md/ro/search
"nr. 161, 26 iunie 2025",03.07.2025,Lege,"Lege pentru ratificarea Amendamentului nr. 1 la Acordul de grant dintre Ministerul Mediului al Republicii Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind finanțarea asistenței tehnice, în sumă de 600000 de euro, în vederea realizării proiectului „Deșeuri solide în Republica Moldova”",Grant,BERD,,343-345,,https://monitorul.gov.md/ro/search
"nr. 492, 6 iunie 2025",28.06.2025,Ordin,Ordin cu privire la sеmnаrеа și intrаrеа în vigoare а Acordului de grant dintre Republica Moldova și Banca de Dezvoltare a Consiliului Europei privind asistența tehnică pentru realizarea Proiectului „Construcția Spitalului Regional Bălți”,Grant,CEB,,340-342,,https://monitorul.gov.md/ro/search
"nr. 259-X, 25 iunie 2025",28.06.2025,Decret,"Decret privind promulgarea Legii pentru ratificarea Amendamentului nr. 1, încheiat prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova şi Banca Europeană pentru Reconstrucție și Dezvoltare în vederea realizării proiectului „Sistemul termoenergetic al municipiului Bălți (S.A. „CET-Nord”)”, faza II",Împrumut,BERD,,340-342,,https://monitorul.gov.md/ro/search
"nr. 258-X, 25 iunie 2025",28.06.2025,Decret,Decret pentru promulgarea Legii privind ratificarea Acordului de împrumut (finanțarea suplimentară pentru Proiectul „Învățământul superior”) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare,Împrumut,BIRD,,340-342,,https://monitorul.gov.md/ro/search
"nr. 257-X, 25 iunie 2025",28.06.2025,Decret,Decret privind promulgarea Legii pentru ratificarea Amendamentului nr. 3 la Acordul de finanțare (Proiectul „Învățământul superior”) dintre Republica Moldova și Asociația Internațională pentru Dezvoltare,Împrumut,AID,,340-342,,https://monitorul.gov.md/ro/search
"nr. 150, 19 iunie 2025",28.06.2025,Lege,"Lege pentru ratificarea Amendamentului nr. 1, încheiat prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare în vederea realizării proiectului „Sistemul termoenergetic al municipiului Bălți (S.A. „CET-Nord”)”, faza II",Împrumut,BERD,,340-342,,https://monitorul.gov.md/ro/search
"nr. 148, 19 iunie 2025",28.06.2025,Lege,Lege privind ratificarea Acordului de împrumut (finanțarea suplimentară pentru Proiectul „Învățământul superior”) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare,Împrumut,BIRD,,340-342,,https://monitorul.gov.md/ro/search
"nr. 147, 19 iunie 2025",28.06.2025,Lege,Lege pentru ratificarea Amendamentului nr. 3 la Acordul de finanțare (Proiectul „Învățământul superior”) dintre Republica Moldova și Asociația Internațională pentru Dezvoltare,Împrumut,AID,,340-342,,https://monitorul.gov.md/ro/search
"nr. 399, 24 iunie 2025",25.06.2025,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului nr. 1 la Acordul de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană privind Programul „UE pentru Reforme”,Grant,UE,,333-335,,https://monitorul.gov.md/ro/search
"nr. 398, 24 iunie 2025",25.06.2025,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului nr. 1 la Acordul de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană privind Programul „UE pentru redresare și reziliență”,Grant,UE,,333-335,,https://monitorul.gov.md/ro/search
"nr. 385, 24 iunie 2025",25.06.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului nr. 2 la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind interconectarea electrică Moldova – România, semnat la Chișinău la 20 decembrie 2017",Împrumut,BEI,20.12.2017,333-335,,https://monitorul.gov.md/ro/search
"nr. 381, 24 iunie 2025",25.06.2025,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind implementarea Proiectului „Spitalele regionale din Republica Moldova” și acordarea împuternicirilor delegației oficiale de negociatori,Împrumut,BEI,,333-335,,https://monitorul.gov.md/ro/search
"nr. 252-X, 20 iunie 2025",24.06.2025,Decret,Decret pentru inițierea negocierilor şi aprobarea semnării Acordului de modificare nr. 4 la Acordul de împrumut între Republica Moldova şi Banca Europeană pentru Reconstrucție şi Dezvoltare privind realizarea lucrărilor de construcție şi reabilitare a drumurilor în Republica Moldova,Împrumut,BERD,,329-332,,https://monitorul.gov.md/ro/search
"nr. 380, 18 iunie 2025",19.06.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de împrumut dintre Guvernul Republicii Moldova și Guvernul Regatului Belgiei pentru realizarea Proiectului „Aprovizionarea descentralizată cu apă potabilă pentru Moldova”,Împrumut,Belgia,,321-324,,https://monitorul.gov.md/ro/search
"nr. 373, 18 iunie 2025",19.06.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție şi Dezvoltare în vederea realizării Programului „Operațiunea politica de dezvoltare pentru sprijinirea oportunităților economice și a tranziției climatice”, semnat la 28 mai 2025",Împrumut,BIRD,28.05.2025,321-324,,https://monitorul.gov.md/ro/search
"nr. 372, 18 iunie 2025",19.06.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare în vederea realizării Programului „Operațiunea politica de dezvoltare pentru sprijinirea oportunităților economice și a tranziției climatice”, semnat la 28 mai 2025",Împrumut,AID,28.05.2025,321-324,,https://monitorul.gov.md/ro/search
"nr. 369, 18 iunie 2025",19.06.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului nr. 1, semnat la Chișinău la 19 mai 2025, la Acordul de grant dintre Ministerul Mediului al Republicii Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind finanțarea asistenței tehnice, în sumă de 600 000 de euro, în vederea realizării Proiectului „Deșeuri solide în Republica Moldova”, semnat la Chișinău la 20 decembrie 2023",Grant,BERD,19.05.2025,321-324,,https://monitorul.gov.md/ro/search
"nr. 363, 18 iunie 2025",19.06.2025,Hotărâre,Hotărâre pentru inițierea negocierilor asupra proiectului Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind realizarea Proiectului „Optimizarea sistemului de alimentare centralizată cu energie termică din mun. Chișinău” și acordarea împuternicirilor delegației pentru negocierea acestuia,Împrumut,BEI,,321-324,,https://monitorul.gov.md/ro/search
"nr. 245-X, 18 iunie 2025",19.06.2025,Decret,"Decret privind promulgarea Legii pentru ratificarea Amendamentului nr. 1 la Acordul de grant dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind finanțarea proiectelor investiționale orientate spre dezvoltarea infrastructurii în domeniul managementului deșeurilor solide, în sumă de 4340000 de euro, în vederea realizării proiectului „Deșeuri solide în Republica Moldova”",Grant,BERD,,321-324,,https://monitorul.gov.md/ro/search
"nr. 138, 13 iunie 2025",19.06.2025,Lege,"Lege pentru ratificarea Amendamentului nr. 1 la Acordul de grant dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind finanțarea proiectelor investiționale orientate spre dezvoltarea infrastructurii în domeniul managementului deșeurilor solide, în sumă de 4340000 de euro, în vederea realizării proiectului „Deșeuri solide în Republica Moldova”",Grant,BERD,,321-324,,https://monitorul.gov.md/ro/search
"nr. 138, 12 iunie 2025",19.06.2025,Ordin,Ordin cu privire la semnarea și intrarea în vigoare a Amendamentului nr. 5 la Acordul de cooperare și finanțare încheiat cu Federația Internațională a Societăților de Cruce Roșie și Semilună Roșie (FICR),Grant,FICR,,321-324,,https://monitorul.gov.md/ro/search
"nr. 355, 11 iunie 2025",12.06.2025,Hotărâre,"Hotărâre pentru inițierea negocierilor și aprobarea semnării Amendamentului nr. 2 la Contractul de finanțare între Republica Moldova și Banca Europeană de Investiții privind interconectarea electrică Moldova – România, semnat la 20 decembrie 2017",Împrumut,BEI,20.12.2017,309-312,,https://monitorul.gov.md/ro/search
"nr. 344, 11 iunie 2025",12.06.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului nr. 1, încheiat prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare, în vederea realizării proiectului „Sistemul termoenergetic al municipiului Bălți (SA „CET-Nord”)”, faza II, semnat la Chișinău la 24 decembrie 2021",Împrumut,BERD,24.12.2021,309-312,,https://monitorul.gov.md/ro/search
"nr. 342, 11 iunie 2025",12.06.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de împrumut (Finanțarea suplimentară pentru Proiectul „Învățământul superior”) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare (acționând în nume propriu și în calitate de Agenție de Suport pentru Implementare a Facilității Globale de Finanțare Concesională), încheiat la 2 iunie 2025",Împrumut,BIRD,,309-312,,https://monitorul.gov.md/ro/search
"nr. 341, 11 iunie 2025",12.06.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului nr. 3, semnat la Chișinău la 2 iunie 2025, la Acordul de finanțare (Proiectul „Învățământul superior”) dintre Republica Moldova și Asociația Internațională pentru Dezvoltare, încheiat la Chişinău la 19 mai 2020",Împrumut,AID,02.06.2025,309-312,,https://monitorul.gov.md/ro/search
"nr. 45, 2 iunie 2025",05.06.2025,Ordin,Ordin cu privire la comunicarea publică a datei intrării în vigoare a Acordului de grant dintre Ministerul Energiei și Swedfund International AB,Grant,Suedia,,297-300,,https://monitorul.gov.md/ro/search
"nr. 219-X, 29 mai 2025",03.06.2025,Decret,"Decret privind promulgarea Legii pentru ratificarea Acordului de împrumut dintre Republica Moldova, reprezentată de Ministerul Finanțelor în calitate de împrumutat și Banca Națională a Moldovei în calitate de agent al împrumutatului, și Uniunea Europeană, reprezentată de Comisia Europeană în calitate de creditor, privind acordarea Facilității de reformă și creștere pentru Republica Moldova",Împrumut,UE,,293-296,da,https://monitorul.gov.md/ro/search
"nr. 213-X, 28 mai 2025",03.06.2025,Decret,"Decret privind promulgarea Legii pentru ratificarea Acordului de finanțare dintre Republica Moldova, Comisia Europeană și regiunea Hauts-de-France pentru Programul Interreg (Interreg VI-C) Interreg Europe 2021–2027",Grant,UE,,289-292,,https://monitorul.gov.md/ro/search
"nr. 211-X, 28 mai 2025",03.06.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare nr. CMD 1013 01 D în vederea implementării proiectului „Inițiativa pentru dezvoltarea infrastructurii publice durabile prin renovări de eficiență energetică (INSPIREE)”,Împrumut,AFD,,289-292,,https://monitorul.gov.md/ro/search
"nr. 210-X, 28 mai 2025",03.06.2025,Decret,"Decret cu privire la promulgarea Legii pentru ratificarea Acordului de grant dintre Republica Moldova, Societatea pe Acțiuni „Termoelectrica” și Banca Europeană pentru Reconstrucție și Dezvoltare privind acordarea grantului din cadrul Platformei de Investiții pentru Vecinătate a Comisiei Europene în vederea realizării proiectului „Optimizarea sistemului de alimentare centralizată cu energie termică din municipiul Chișinău”",Grant,BERD / UE,,289-292,,https://monitorul.gov.md/ro/search
"nr. 118, 29 mai 2025",03.06.2025,Lege,"Lege pentru ratificarea Acordului de împrumut dintre Republica Moldova, reprezentată de Ministerul Finanțelor în calitate de împrumutat și Banca Națională a Moldovei în calitate de agent al împrumutatului, și Uniunea Europeană, reprezentată de Comisia Europeană în calitate de creditor, privind acordarea Facilității de reformă și creștere pentru Republica Moldova",Împrumut,UE,,293-296,da,https://monitorul.gov.md/ro/search
"nr. 115, 22 mai 2025",03.06.2025,Lege,"Lege pentru ratificarea Acordului de finanțare dintre Republica Moldova, Comisia Europeană și regiunea Hauts-de-France pentru Programul Interreg (Interreg VI-C) Interreg Europe 2021–2027",Grant,UE,,289-292,,https://monitorul.gov.md/ro/search
"nr. 106, 22 mai 2025",03.06.2025,Lege,Lege pentru ratificarea Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare nr. CMD 1013 01 D în vederea implementării proiectului „Inițiativa pentru dezvoltarea infrastructurii publice durabile prin renovări de eficiență energetică (INSPIREE)”,Împrumut,AFD,,289-292,,https://monitorul.gov.md/ro/search
