act,data_editie,tip,titlu,categorie,partener,semnat,editie,suport_bugetar,link
HG819/2025,29.12.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Instituția Publică Organizația pentru Dezvoltarea Antreprenoriatului și Agenția de Cooperare Internațională a Germaniei pentru implementarea Proiectului „Întreprinderi și comune puternice pentru Moldova”,Grant,GIZ,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=152294&lang=ro
OMDED182/2025,26.12.2025,Ordin,Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Acordului de grant dintre Instituția Publică Organizația pentru Dezvoltarea Antreprenoriatului și Agenția Executivă pentru Consiliul European pentru Inovare și IMM-uri în vederea implementării proiectului „REC4SMEs – Sprijinirea IMM- urilor prin Comunități de Energie Regenerabilă pentru un viitor durabil”,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=152330&lang=ro
HG799/2025,23.12.2025,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului nr. 1 la Acordul de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană privind Programul „Sprijin pentru integrarea în UE”, semnat la Chișinău la 28 noiembrie 2024",Grant,UE,28.11.2024,legis.md,,https://www.legis.md/cautare/getResults?doc_id=152164&lang=ro
HG777/2025,17.12.2025,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Acordului de modificare nr. 1 la Acordul de împrumut dintre Republica Moldova şi Banca Europeană pentru Reconstrucție şi Dezvoltare privind realizarea Proiectului V de reabilitare a drumurilor din Moldova, semnat la Londra la 22 ianuarie 2024",Împrumut,BERD,22.01.2024,legis.md,,https://www.legis.md/cautare/getResults?doc_id=152071&lang=ro
HG776/2025,17.12.2025,Hotărâre,"Hotărâre privind aprobarea Acordului de grant dintre Instituția Publică Organizația pentru Dezvoltarea Antreprenoriatului și Agenția Executivă pentru Consiliul European pentru Inovare și IMM-uri în vederea implementării proiectului „REC4SMEs – Sprijinirea IMM-urilor prin Comunități de Energie Regenerabilă pentru un viitor durabil”, semnat la Chișinău la 28 noiembrie 2025 și la Bruxelles la 3 decembrie 2025",Grant,UE,28.11.2025,legis.md,,https://www.legis.md/cautare/getResults?doc_id=152070&lang=ro
HG744/2025,03.12.2025,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Înțelegerii, întocmite prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Japoniei privind cooperarea tehnică pentru finanțarea Proiectului „Îmbunătățirea echipamentelor de producție a programelor de televiziune la Instituția Publică Compania «Teleradio-Moldova»”",Asistență tehnică,Japonia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=151813&lang=ro
DP455/2025,28.11.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare nr. CMD 1016 01 G în vederea implementării proiectului „Programul pentru tranziția energetică verde”,Împrumut,AFD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=151797&lang=ro
LP292/2025,27.11.2025,Lege,Lege pentru ratificarea Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare nr. CMD 1016 01 G în vederea implementării proiectului „Programul pentru tranziția energetică verde”,Împrumut,AFD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=151798&lang=ro
HG737/2025,26.11.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Instituția Publică Organizația pentru Dezvoltarea Antreprenoriatului și Agenția Executivă pentru Consiliul European pentru Inovare și IMM-uri în vederea implementării proiectului „REC4SMEs – Sprijinirea IMM-urilor prin Comunități de Energie Regenerabilă pentru un viitor durabil”,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=151743&lang=ro
HG703/2025,05.11.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare nr. CMD 1016 01 G „Programul pentru tranziția energetică verde”, semnat la 11 august 2025",Împrumut,AFD,11.08.2025,legis.md,,https://www.legis.md/cautare/getResults?doc_id=151510&lang=ro
OMDED151/2025,28.10.2025,Ordin,Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Memorandumului de înțelegere între Organizația pentru Dezvoltarea Antreprenoriatului (ODA) și Agenția Japoneză de Cooperare Internațională (JICA) privind consultanța în domeniul promovării IMM-urilor,Asistență tehnică,JICA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=151654&lang=ro
OMMPS268/2025,24.10.2025,Ordin,"Ordin cu privire la semnarea și intrarea în vigoare a Amendamentului nr. 6 la Acordul de cooperare și finanțare, încheiat cu Federația Internațională a Societăților de Cruce Roșie și Semilună Roșie (FICR)",Grant,FICR,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=151670&lang=ro
OMMPS264/2025,16.10.2025,Ordin,"Ordin cu privire la semnarea și intrarea în vigoare a Memorandumului de Înțelegere între Ministerul Muncii și Protecției Sociale al Republicii Moldova, Ministerul Muncii și Aspectelor Sociale al Republicii Cehe și Agenția Cehă pentru Dezvoltare privind implementarea proiectului „Suport pentru implementarea reformei RESTART în Republica Moldova”",Asistență tehnică,Cehia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=151668&lang=ro
OMDED116/2025,04.09.2025,Ordin,"Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Acordului de Grant pentru proiectul „Facilitarea dezvoltării IMM-urilor din Moldova, faza II”, dintre Banca Germană de Dezvoltare „Kreditanstalt für Wiederaufbau (KfW), Ministerul Dezvoltării Economice și Digitalizării și Organizația pentru Dezvoltarea Antreprenoriatului",Grant,KfW,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=151007&lang=ro
HG574/2025,03.09.2025,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Acordului dintre Ministerul Justiției al Republicii Moldova și Agenția Elvețiană pentru Dezvoltare și Cooperare privind prima fază a Proiectului „Sprijinirea Republicii Moldova în confiscarea și recuperarea bunurilor infracționale (CRESTA)”,Grant,Elveția,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=150545&lang=ro
HG573/2025,03.09.2025,Hotărâre,"Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare, acționând în calitate de entitate de implementare a Fondului Global de Mediu, pentru implementarea Proiectului „Restaurarea ecosistemelor pentru prevenirea poluării marine”",Grant,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=150544&lang=ro
HG572/2025,03.09.2025,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Acordului de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană privind Planul de acțiuni multianual pentru perioada 2025-2027,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=150542&lang=ro
HG512/2025,20.08.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare privind cofinanțarea Proiectului „Modernizarea și îmbunătățirea serviciilor de reabilitare”,Grant,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=150272&lang=ro
OMM120/2025,19.08.2025,Ordin,Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Acordului de modificare la Acordul de grant dintre Ministerul Mediului și Swedfund International AB,Grant,Suedia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=150527&lang=ro
OMS737/2025,15.08.2025,Ordin,"Ordin cu privire la semпarea și iпtrarea în vigoare а Memorandumului de înțelegere dintre Ministerul Sănătății al Republicii Moldova, Ministerul Muncii și Protecției Sociale al Republicii Moldova și Agenția Elvețiană pentru Dezvoltare și Cooperare privind a treia fază a Proiectului „Reducerea poverii bolilor netransmisibile”",Asistență tehnică,Elveția,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=150601&lang=ro
HG495/2025,06.08.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare nr. CMD 1016 01 G „Programul pentru tranziția energetică verde”,Împrumut,AFD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=150018&lang=ro
OMMPS171/2025,29.07.2025,Ordin,Ordin cu privire la semnarea și intrarea în vigoare a Acordului de Asistență Tehnică încheiat între Programul Alimentar Mondial (PAM) și Ministerul Muncii și Protecției Sociale pentru localizarea și implementarea programului pentru gospodării gazdă pentru refugiați și consolidarea protecției sociale reactive la șocuri în cadrul Planului Strategic Interimar pe Țară al PAM (2024–2026) în Republica Moldova,Asistență tehnică,PAM,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=150234&lang=ro
HG471/2025,21.07.2025,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare nr. CMD 1016 01 G „Programul pentru tranziția energetică verde” și acordarea împuternicirilor pentru negocierea acestuia,Împrumut,AFD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=149642&lang=ro
HG469/2025,21.07.2025,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului nr. 2 la Acordul de finanțare dintre Guvernul Republicii Moldova și Uniunea Europeană privind Facilitatea de cooperare tehnică 2016, semnat la Chișinău la 21 iulie 2017",Asistență tehnică,UE,21.07.2017,legis.md,,https://www.legis.md/cautare/getResults?doc_id=149639&lang=ro
DP324/2025,17.07.2025,Decret,"Decret privind promulgarea Legii pentru ratificarea Amendamentului la Acordul de împrumut dintre Republica Moldova şi Banca Internațională pentru Reconstrucție și Dezvoltare pentru realizarea proiectului „Investiții pentru Guvernanță, Creștere și Reziliență în Agricultură (AGGRI)”",Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=149638&lang=ro
DP316/2025,17.07.2025,Decret,"Decret privind promulgarea Legii pentru ratificarea Contractului de finanțare dintre Republica Moldova, SA „Termoelectrica” și Banca Europeană de Investiții privind realizarea proiectului „Optimizarea sistemului de alimentare centralizată cu energie termică din municipiul Chișinău”",Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=149616&lang=ro
DP315/2025,17.07.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de modificare nr. 1 la Contractul de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru suplinirea și realizarea în continuare a proiectului „Moldova drumuri III”,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=149620&lang=ro
DP314/2025,17.07.2025,Decret,Decret privind promulgarea Legii pentru ratificarea Amendamentului nr. 1 la Acordul de grant dintre Republica Moldova şi Banca Europeană de Investiții în vederea realizării proiectului „Eficiența energetică în Republica Moldova”,Grant,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=149622&lang=ro
DP310/2025,16.07.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de împrumut dintre Guvernul Republicii Moldova și Guvernul Regatului Belgiei pentru realizarea proiectului „Aprovizionarea descentralizată cu apă potabilă pentru Moldova”,Împrumut,Belgia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=149651&lang=ro
DP309/2025,16.07.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare în vederea realizării Programului „Operațiunea politică de dezvoltare pentru sprijinirea oportunităților economice și a tranziției climatice”,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=149647&lang=ro
DP308/2025,16.07.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Programului „Operațiunea politică de dezvoltare pentru sprijinirea oportunităților economice și a tranziției climatice”,Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=149649&lang=ro
DP307/2025,16.07.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind implementarea proiectului „Spitalele regionale din Republica Moldova”,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=149643&lang=ro
OP357/2025,15.07.2025,Ordin,Ordin cu privire la Acordul între Parlamentul Republicii Moldova și Agenția Elvețiană pentru Dezvoltare și Cooperare privind prima fază a proiectului „Consolidarea Democrației Parlamentare în Moldova (PADEM)” 7F-09960.01,Grant,Elveția,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=149590&lang=ro
DP298/2025,15.07.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de modificare nr. 4 la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind realizarea lucrărilor de construcție și reabilitare a drumurilor în Republica Moldova,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=149582&lang=ro
